LotShape,Utilities,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,OverallQual,OverallCond
IR1,AllPub,Gtl,TA,TA,Gd,TA,Gd,ALQ,Unf,TA,Y,SBrkr,TA,Min2,TA,Fin,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,TA,TA,Av,BLQ,Unf,Ex,Y,SBrkr,TA,Typ,Fa,Unf,TA,TA,Y,NA,5,6
IR2,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,Gd,Unf,Fa,TA,Y,NA,6,8
Reg,AllPub,Gtl,Gd,Gd,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Gd,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,Gd,TA,TA,Gd,Rec,Unf,TA,Y,SBrkr,TA,Typ,Fa,RFn,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,Mn,ALQ,Rec,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,5,4
IR1,AllPub,Gtl,TA,Gd,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,8
IR1,AllPub,Mod,TA,TA,Gd,Gd,Gd,GLQ,LwQ,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,Fa,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,TA,TA,Mn,BLQ,Unf,TA,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,Gd,TA,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,Y,NA,7,8
Reg,AllPub,Gtl,TA,TA,TA,TA,Mn,BLQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,4
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,Gd,TA,Ex,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,Fa,Typ,NA,RFn,TA,TA,Y,NA,4,5
IR2,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,Gd,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,P,NA,5,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,N,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Gd,TA,TA,TA,Av,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,Gd,TA,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Mod,TA,TA,TA,TA,Gd,ALQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,5
Reg,AllPub,Gtl,Gd,TA,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,9,5
IR1,AllPub,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,TA,Y,SBrkr,Gd,Min2,NA,Unf,TA,TA,Y,NA,5,7
IR1,AllPub,Gtl,Gd,Gd,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,8
Reg,AllPub,Gtl,TA,TA,Ex,Gd,No,ALQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,5,5
IR1,AllPub,Gtl,Gd,Gd,Gd,TA,Mn,LwQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Gd,TA,TA,Fa,No,Unf,Unf,TA,N,SBrkr,TA,Typ,NA,Unf,TA,Gd,Y,NA,4,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,5,5
IR1,AllPub,Gtl,Gd,TA,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,9,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,5,5
IR1,AllPub,Gtl,TA,Gd,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
IR1,AllPub,Mod,Gd,Gd,TA,Gd,Gd,ALQ,Rec,Ex,Y,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,NA,8,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,4
Reg,AllPub,Gtl,TA,Gd,TA,TA,Mn,Unf,Unf,Ex,Y,SBrkr,TA,Typ,Po,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Rec,Gd,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,6,8
Reg,AllPub,Gtl,TA,TA,Gd,TA,Mn,BLQ,Unf,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,N,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,6
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
IR1,AllPub,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,9,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,5,7
IR1,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,6
IR1,AllPub,Gtl,TA,Gd,TA,TA,Mn,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,LwQ,TA,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,5,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Rec,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,Fin,Fa,TA,Y,NA,7,7
IR1,AllPub,Mod,TA,TA,Gd,TA,Av,BLQ,ALQ,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
IR2,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,Y,FuseA,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
IR1,AllPub,Mod,TA,TA,Gd,Gd,Av,ALQ,Unf,TA,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,N,SBrkr,TA,Min1,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,N,FuseA,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Fa,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Av,BLQ,Unf,TA,N,FuseA,TA,Typ,NA,Unf,TA,TA,Y,NA,2,3
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,Y,FuseA,TA,Typ,NA,RFn,TA,TA,Y,NA,4,6
IR1,AllPub,Gtl,Gd,TA,Ex,TA,Mn,BLQ,GLQ,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Ex,TA,Gd,TA,No,ALQ,BLQ,Ex,Y,SBrkr,TA,Min1,TA,Unf,TA,TA,Y,NA,6,8
IR1,AllPub,Gtl,Gd,Gd,Gd,Gd,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,NA,NA,NA,N,NA,5,7
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,LwQ,GLQ,Ex,Y,SBrkr,Gd,Typ,Fa,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,Gd,Gd,TA,No,BLQ,LwQ,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,6,6
IR1,AllPub,Gtl,TA,TA,Gd,TA,Av,ALQ,LwQ,TA,Y,SBrkr,Ex,Typ,NA,RFn,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,TA,RFn,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Rec,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,Ex,TA,Ex,Gd,No,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,9,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR2,AllPub,Mod,TA,TA,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,7
IR1,AllPub,Gtl,TA,Gd,Fa,TA,Mn,Unf,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,Gd,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,Gd,TA,TA,Mn,Unf,Unf,Ex,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,7,7
IR1,AllPub,Gtl,TA,TA,TA,TA,Gd,Rec,LwQ,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,NA,NA,NA,N,NA,4,3
Reg,AllPub,Gtl,TA,TA,TA,TA,Av,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,P,NA,5,4
IR1,NoSeWa,Gtl,TA,TA,TA,TA,No,GLQ,Rec,Gd,Y,FuseA,Gd,Typ,Gd,RFn,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,Gd,TA,TA,Av,ALQ,BLQ,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,NA,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,BLQ,Gd,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,5,8
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,Gd,Gd,TA,Av,GLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,5,8
IR1,AllPub,Mod,TA,TA,TA,TA,Av,ALQ,LwQ,Ex,Y,SBrkr,TA,Min2,Po,RFn,TA,TA,Y,NA,5,4
IR1,AllPub,Gtl,TA,TA,Gd,Gd,Gd,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,6,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,Rec,Unf,TA,N,FuseF,TA,Typ,NA,Unf,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,Gd,TA,TA,Gd,BLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,5,7
IR1,AllPub,Gtl,TA,Gd,Gd,Gd,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,Y,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,NA,6,6
IR1,AllPub,Gtl,Gd,TA,Ex,TA,No,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,NA,Fin,TA,TA,Y,NA,9,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,Gd,Gd,TA,Fa,No,Rec,Unf,Ex,Y,SBrkr,TA,Min2,TA,Unf,TA,TA,Y,NA,5,7
IR1,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Fa,N,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,3,6
Reg,AllPub,Gtl,TA,Fa,TA,TA,Gd,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,N,FuseA,TA,Typ,NA,NA,NA,NA,Y,NA,4,4
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,Gd,Gd,TA,No,Unf,Unf,TA,N,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,7,8
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,Y,FuseA,Fa,Typ,NA,NA,NA,NA,Y,NA,4,7
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Mod,TA,TA,TA,TA,No,LwQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,Ex,TA,TA,TA,Av,ALQ,Unf,Gd,Y,SBrkr,Ex,Typ,NA,RFn,TA,TA,Y,NA,7,9
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Mn,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,N,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,Gd,TA,Fa,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Unf,Fa,TA,Y,NA,6,8
IR1,AllPub,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,9,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,Gd,TA,Gd,Gd,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Gd,Gd,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,P,NA,8,9
Reg,AllPub,Mod,TA,TA,TA,TA,Gd,BLQ,Rec,Gd,Y,SBrkr,Gd,Typ,Fa,RFn,TA,TA,Y,NA,6,8
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,10,5
IR1,AllPub,Mod,TA,TA,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,7
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,Fa,No,Unf,Unf,Fa,N,SBrkr,TA,Typ,Gd,Unf,TA,Fa,P,NA,3,4
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,Fa,N,FuseF,Fa,Min1,NA,Unf,TA,Fa,Y,NA,3,3
Reg,AllPub,Gtl,TA,TA,Fa,TA,No,Unf,Unf,Ex,Y,FuseA,Ex,Typ,NA,Unf,Fa,TA,N,NA,5,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Fa,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,Gd,Av,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,8
IR3,AllPub,Gtl,TA,TA,Gd,TA,No,LwQ,Unf,Gd,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,6,3
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,LwQ,TA,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,4,4
IR1,AllPub,Gtl,Gd,TA,Ex,TA,Mn,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,Fa,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,NA,NA,NA,P,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,N,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,5,5
Reg,AllPub,Gtl,TA,Gd,TA,Fa,No,Unf,Unf,TA,Y,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Rec,TA,N,SBrkr,TA,Maj2,NA,Unf,TA,TA,Y,NA,5,4
Reg,AllPub,Gtl,TA,TA,TA,Fa,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,5
