"","MSSubClass","LotFrontage","LotArea","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","MiscVal","YrSold","GarageAge","Age","RemodAge"
"914",60,108,13418,132,0,0,1117,1117,1132,1320,0,2452,0,0,3,1,4,1,9,1,3,691,113,32,0,0,0,0,0,2006,2,2,1
"915",30,60,5400,0,0,0,1073,1073,1073,0,0,1073,0,0,1,0,2,1,4,0,1,326,0,0,112,0,0,0,0,2006,38,85,38
"916",30,47,4608,0,0,0,747,747,747,0,0,747,0,0,1,0,2,1,4,0,1,220,0,0,0,0,0,0,0,2010,65,65,60
"917",160,35,4251,0,0,0,625,625,625,625,0,1250,0,0,2,1,2,1,5,0,2,528,0,54,0,0,0,0,0,2007,1,1,0
"918",90,92,12108,270,133,0,1307,1440,1440,0,0,1440,0,0,2,0,4,2,8,0,0,0,0,0,0,0,0,0,0,2008,29.4938361131256,53,53
"919",90,70.0499583680267,8544,340,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,2,400,0,0,0,0,0,0,0,2006,57,57,56
"920",40,40,5400,0,370,0,779,1149,1149,467,0,1616,0,0,2,0,3,1,5,0,1,216,0,0,183,0,0,0,0,2007,81,81,3
"921",60,63,7875,0,0,0,783,783,807,702,0,1509,0,0,2,1,3,1,8,1,2,393,0,75,0,0,0,0,0,2006,3,3,3
"922",120,64,5587,186,1480,0,120,1600,1652,0,0,1652,1,1,2,0,2,1,5,1,2,482,162,53,0,153,0,0,0,2008,0,0,0
"923",90,78,10530,90,975,0,0,975,1004,0,0,1004,1,0,1,0,2,1,4,0,2,504,0,0,0,0,0,0,0,2006,29,29,29
"924",60,86,11065,788,0,0,1085,1085,1120,850,0,1970,0,0,2,1,3,1,8,1,3,753,177,74,0,0,0,0,0,2006,0,0,0
"925",120,70.0499583680267,4438,169,662,0,186,848,848,0,0,848,1,0,1,0,1,1,4,1,2,420,140,0,0,0,0,0,0,2008,4,4,4
"926",80,85,9350,0,633,0,586,1219,1265,0,0,1265,0,1,2,0,3,1,6,1,2,502,0,92,0,96,0,0,0,2008,43,43,9
"927",20,60,7200,0,777,0,117,894,894,0,0,894,0,0,1,0,2,1,6,0,2,600,215,0,0,0,0,0,0,2009,24,37,37
"928",20,50,5000,0,0,0,0,0,334,0,0,334,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2007,28.4938361131256,61,57
"929",80,73,9735,0,0,0,384,384,754,640,0,1394,0,0,2,1,3,1,7,0,2,400,100,0,0,0,0,0,0,2008,1,2,1
"930",50,60,5790,0,0,0,840,840,840,765,0,1605,0,0,2,0,3,2,8,0,1,379,0,0,202,0,0,0,0,2010,95,95,60
"931",20,67,10656,274,0,0,1638,1638,1646,0,0,1646,0,0,2,0,3,1,6,1,3,870,192,80,0,0,0,0,0,2007,0,1,0
"932",20,94,25286,0,633,0,431,1064,1040,0,0,1040,1,0,1,0,3,1,5,0,2,648,0,0,0,0,0,0,0,2007,44,44,44
"933",60,65,8125,0,0,0,770,770,778,798,0,1576,0,0,2,1,3,1,6,0,2,614,0,50,0,0,0,0,0,2006,0,0,0
"934",20,93,12030,254,0,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,0,3,818,168,228,0,0,0,0,0,2007,0,0,0
"935",30,30,5232,0,0,0,680,680,764,0,0,764,0,0,1,0,2,1,4,0,2,504,0,0,0,0,0,0,0,2008,43,83,4
"936",50,60,10800,0,626,0,170,796,1096,370,0,1466,0,1,2,0,3,1,7,1,2,566,436,21,0,0,0,0,500,2006,56,70,17
"937",160,21,1680,268,231,0,399,630,630,672,0,1302,0,0,2,1,3,1,6,0,1,264,185,0,0,0,0,0,0,2009,37,37,37
"938",90,42,7711,0,1440,0,0,1440,1440,0,0,1440,2,0,2,0,4,2,8,0,0,0,321,0,0,0,0,0,0,2007,28.4938361131256,30,30
"939",45,51,6120,0,0,0,832,832,854,0,0,854,0,0,1,0,2,1,5,0,2,576,48,112,0,0,0,0,0,2007,16,78,6
"940",120,40,4671,0,767,0,461,1228,1228,0,0,1228,1,0,2,0,2,1,5,1,2,472,168,120,0,0,0,0,0,2008,20,20,19
"941",20,73,8688,228,0,0,1616,1616,1616,0,0,1616,0,0,2,0,3,1,7,0,3,834,208,59,0,0,0,0,0,2006,1,1,1
"942",60,85,10625,292,866,0,132,998,1006,1040,0,2046,1,0,2,1,3,1,8,1,3,871,320,62,0,0,0,0,0,2008,5,5,4
"943",20,75,9750,243,608,0,834,1442,1442,0,0,1442,0,0,1,1,4,1,7,0,1,301,0,0,275,0,0,0,500,2007,49,49,49
"944",60,82,11287,340,421,0,386,807,1175,807,0,1982,0,0,2,1,3,1,7,1,2,575,0,84,0,196,0,0,0,2007,18,18,18
"945",90,60,10800,0,1200,0,0,1200,1200,0,0,1200,3,0,3,0,3,1,5,0,0,0,120,0,0,0,0,0,0,2009,30.4938361131256,22,21
"946",50,60,7200,0,180,352,676,1208,1136,768,0,1904,1,0,1,1,3,1,7,0,1,240,0,0,168,0,0,0,0,2009,59,59,27
"947",50,52,5720,0,0,0,676,676,676,455,0,1131,0,0,1,1,3,1,5,0,1,200,26,0,0,0,0,0,0,2009,68,68,59
"948",70,90,9900,0,0,0,1008,1008,1178,1032,0,2210,0,0,2,0,5,1,8,0,1,205,0,48,0,0,0,0,0,2007,77,127,57
"949",160,21,1533,0,0,0,546,546,798,546,0,1344,0,0,1,1,3,1,6,1,0,0,0,0,0,0,0,0,0,2009,30.4938361131256,39,1
"950",90,60,8400,320,0,0,0,0,2020,0,0,2020,0,0,2,0,4,2,10,2,2,630,0,0,0,0,0,0,0,2007,30,30,30
"951",20,65,8773,98,24,0,1390,1414,1414,0,0,1414,0,0,2,0,3,1,6,0,2,494,132,105,0,0,0,0,0,2010,6,6,6
"952",60,82,12438,466,0,0,1234,1234,1264,1312,0,2576,0,0,2,1,4,1,10,1,3,666,324,100,0,0,0,0,0,2006,0,0,0
"953",120,70.0499583680267,4426,147,697,0,151,848,848,0,0,848,1,0,1,0,1,1,3,1,2,420,149,0,0,0,0,0,0,2008,4,4,4
"954",60,80,10041,0,789,0,119,908,927,988,0,1915,1,0,2,1,3,1,8,1,2,506,120,150,0,0,0,0,0,2006,14,14,14
"955",70,53,10918,0,0,0,1276,1276,1276,804,0,2080,0,0,1,1,3,1,9,2,1,282,0,0,0,0,145,0,0,2009,83,83,5
"956",60,70.0499583680267,7861,0,457,0,326,783,807,702,0,1509,1,0,2,1,3,1,7,1,2,393,100,75,0,0,0,0,0,2006,4,4,3
"957",50,60,10440,0,0,0,440,440,682,548,0,1230,0,0,1,1,2,1,5,0,2,440,74,0,128,0,0,0,0,2009,43,99,28
"958",20,79,10289,168,836,0,237,1073,1073,0,0,1073,1,0,1,1,3,1,6,0,2,515,0,0,0,0,0,0,0,2007,42,42,42
"959",60,107,10186,0,674,0,76,750,1061,862,0,1923,1,0,2,1,3,1,8,1,2,564,240,39,0,0,0,0,0,2010,18,18,18
"960",20,75,10084,186,1369,0,317,1686,1694,0,0,1694,1,0,2,0,3,1,7,1,2,636,255,57,0,0,0,0,0,2007,3,3,2
"961",20,100,13350,0,762,0,102,864,894,0,0,894,1,0,1,0,3,1,5,1,2,440,241,0,0,0,0,0,0,2006,32,32,32
"962",20,70.0499583680267,12968,0,737,0,175,912,912,0,0,912,1,0,1,0,2,1,4,0,1,352,140,0,0,0,176,0,0,2008,46,46,46
"963",20,60,8400,0,0,0,721,721,841,0,0,841,0,0,1,0,2,1,4,0,1,294,250,0,24,0,0,0,0,2009,59,59,59
"964",70,70.0499583680267,24090,0,0,0,1032,1032,1207,1196,0,2403,0,0,2,0,4,1,10,2,1,349,56,0,318,0,0,0,0,2010,70,70,60
"965",190,69,9142,0,0,0,1020,1020,908,1020,0,1928,0,0,2,0,4,2,9,0,1,440,0,60,112,0,0,0,0,2006,96,96,56
"966",20,75,14559,70,650,180,178,1008,1363,0,0,1363,1,0,1,0,2,1,6,2,1,288,324,42,0,0,168,0,2000,2009,58,58,9
"967",70,74,11988,0,326,0,389,715,849,811,0,1660,0,0,1,1,3,1,6,1,1,240,0,0,0,0,0,0,0,2008,69,74,13
"968",50,59,16466,0,0,0,816,816,872,521,0,1393,0,0,1,1,3,1,8,0,1,300,121,0,0,0,265,0,0,2008,53,53,53
"969",20,65,10237,0,28,0,1288,1316,1316,0,0,1316,0,0,2,0,3,1,6,1,2,397,100,0,0,23,0,0,0,2006,1,1,0
"970",30,40,3636,0,0,0,796,796,796,0,0,796,0,0,1,0,2,1,5,0,0,0,0,0,100,0,0,0,0,2008,29.4938361131256,86,58
